@RELATION movies

@ATTRIBUTE director_facebook_likes 	{Low,Average,High}
@ATTRIBUTE highest_actor_rating 	{A,B,C,D,F}}
@ATTRIBUTE genre	{Sci-Fi,Action,Animation,Family,Documentary,Romance,Comedy,Drama,Horror,Thriller}
@ATTRIBUTE content_rating 	{Approved,G,NC-17,PG,PG-13,R,Unrated}
@ATTRIBUTE budget 	{Low,Medium,High}
@ATTRIBUTE imdb_score	{Excellent,Good,Above_Average,Average,Below_Average,Poor,Awful}

@DATA
High,F,Romance,R,Medium,Above_Average
High,D,Sci-Fi,PG-13,High,Average
High,D,Sci-Fi,PG-13,High,Average
High,A,Family,PG,High,Below_Average
High,D,Comedy,PG-13,High,Average
High,F,Thriller,PG-13,High,Average
High,F,Sci-Fi,PG-13,High,Below_Average
High,A,Comedy,PG-13,High,Average
High,F,Romance,PG-13,High,Average
High,C,Comedy,R,Medium,Average
High,F,Comedy,PG-13,Medium,Average
High,F,Documentary,PG,Low,Poor
High,C,Documentary,PG-13,Low,Average
High,F,Documentary,PG,Low,Above_Average
High,F,Sci-Fi,PG-13,Low,Above_Average
High,C,Horror,PG-13,High,Average
High,F,Family,PG-13,High,Average
High,D,Horror,PG-13,High,Poor
High,D,Family,R,Medium,Below_Average
High,F,Horror,PG,Medium,Below_Average
High,F,Horror,PG,Low,Above_Average
High,F,Horror,PG,Low,Average
High,F,Thriller,PG-13,Medium,Below_Average
High,F,Horror,R,Low,Average
High,D,Comedy,PG-13,High,Average
High,D,Comedy,PG-13,High,Average
High,D,Comedy,R,High,Average
High,D,Comedy,PG-13,High,Average
High,A,Comedy,R,Medium,Above_Average
High,A,Comedy,PG-13,Medium,Above_Average
High,D,Romance,PG-13,High,Average
High,D,Romance,PG-13,High,Average
High,F,Comedy,R,Low,Average
High,D,Comedy,PG-13,High,Average
High,D,Comedy,R,High,Average
High,C,Comedy,PG-13,High,Average
High,F,Romance,PG-13,High,Average
High,F,Romance,PG-13,High,Above_Average
High,C,Comedy,PG-13,High,Above_Average
High,C,Drama,R,High,Above_Average
High,F,Family,PG,Medium,Below_Average
High,F,Romance,PG-13,Medium,Below_Average
High,F,Romance,R,Medium,Above_Average
High,D,Drama,PG,Low,Average
High,F,Family,G,Low,Good
High,F,Romance,PG-13,High,Above_Average
High,D,Horror,R,High,Above_Average
High,C,Thriller,R,Medium,Below_Average
High,C,Comedy,PG-13,Medium,Average
High,F,Animation,PG,High,Above_Average
High,F,Animation,PG,High,Above_Average
High,B,Romance,PG-13,High,Average
High,F,Comedy,PG-13,High,Below_Average
High,D,Comedy,PG-13,High,Average
High,F,Comedy,PG-13,High,Above_Average
High,D,Comedy,PG-13,High,Average
High,F,Sci-Fi,PG-13,High,Average
High,F,Thriller,R,High,Average
High,C,Thriller,R,High,Above_Average
High,C,Comedy,R,Medium,Below_Average
High,D,Drama,R,Medium,Good
High,A,Thriller,PG-13,Medium,Average
High,F,Comedy,PG-13,High,Poor
High,F,Thriller,PG-13,Medium,Average
High,C,Comedy,R,Medium,Above_Average
High,A,Comedy,R,Medium,Above_Average
High,F,Comedy,R,Low,Above_Average
High,F,Comedy,R,Medium,Average
High,D,Drama,R,Medium,Above_Average
High,D,Drama,R,Medium,Above_Average
High,F,Thriller,PG-13,Medium,Below_Average
High,F,Documentary,R,Low,Average
High,D,Animation,PG,High,Above_Average
High,D,Animation,PG,High,Average
High,C,Comedy,R,Medium,Below_Average
High,F,Comedy,R,Medium,Poor
High,F,Romance,R,High,Average
High,F,Comedy,R,Low,Above_Average
High,F,Drama,PG-13,Low,Above_Average
High,F,Comedy,Unrated,Low,Average
High,F,Horror,R,Medium,Average
High,F,Drama,R,Low,Average
High,F,Drama,R,Low,Average
High,F,Thriller,R,Low,Awful
High,F,Horror,R,Medium,Average
High,F,Thriller,PG-13,High,Average
High,F,Drama,R,High,Below_Average
High,C,Thriller,R,Medium,Above_Average
High,C,Thriller,R,Medium,Above_Average
High,D,Thriller,R,Low,Above_Average
High,C,Sci-Fi,PG-13,High,Below_Average
High,F,Action,PG,High,Below_Average
High,F,Thriller,PG-13,High,Below_Average
High,D,Action,PG-13,High,Average
High,D,Action,R,High,Average
High,F,Family,PG,Medium,Below_Average
High,C,Animation,PG,High,Good
High,C,Animation,PG,High,Above_Average
High,F,Sci-Fi,PG-13,High,Average
High,D,Romance,PG-13,High,Below_Average
High,F,Animation,PG,High,Above_Average
High,D,Thriller,PG-13,High,Above_Average
High,D,Romance,PG-13,High,Below_Average
High,F,Animation,PG-13,High,Poor
High,F,Animation,PG,High,Above_Average
High,A,Romance,PG-13,High,Average
High,F,Romance,PG-13,High,Above_Average
High,F,Romance,PG-13,High,Below_Average
High,A,Romance,PG,High,Average
High,F,Comedy,PG-13,High,Above_Average
High,F,Horror,R,Low,Awful
High,F,Sci-Fi,PG-13,Medium,Below_Average
Average,A,Thriller,PG-13,High,Below_Average
Average,D,Action,R,High,Above_Average
Average,F,Thriller,PG-13,High,Average
Average,D,Thriller,R,High,Average
Average,C,Thriller,R,High,Average
Average,F,Action,R,Low,Below_Average
Average,D,Thriller,R,Medium,Average
Average,F,Thriller,R,Low,Above_Average
Average,F,Comedy,Unrated,Low,Below_Average
Average,B,Horror,R,Medium,Above_Average
Average,F,Comedy,R,Low,Above_Average
Average,F,Horror,R,Low,Average
Average,F,Horror,R,Low,Below_Average
Average,F,Thriller,R,High,Above_Average
Average,D,Romance,PG-13,High,Average
Average,D,Drama,PG-13,High,Above_Average
Average,D,Thriller,R,High,Below_Average
Average,F,Sci-Fi,R,Medium,Average
Average,F,Drama,PG-13,Low,Average
Average,F,Sci-Fi,PG-13,High,Above_Average
Average,D,Thriller,PG-13,High,Above_Average
Average,F,Comedy,PG-13,High,Below_Average
Average,D,Comedy,PG-13,High,Average
Average,F,Sci-Fi,R,High,Average
Average,F,Comedy,PG-13,Low,Below_Average
Average,F,Drama,PG-13,High,Average
Average,C,Romance,R,High,Below_Average
Average,F,Comedy,R,Medium,Average
Average,D,Comedy,R,Medium,Above_Average
Average,D,Drama,R,Low,Average
Average,D,Romance,R,Low,Average
Average,F,Drama,Unrated,Low,Above_Average
Average,D,Drama,R,Low,Average
Average,B,Sci-Fi,PG-13,High,Average
Average,B,Romance,PG-13,High,Above_Average
Average,F,Horror,R,Low,Above_Average
Average,F,Horror,R,Low,Above_Average
Average,D,Family,PG,High,Average
Average,D,Family,PG,High,Average
Average,D,Family,PG,High,Average
Average,D,Thriller,R,High,Average
Average,F,Sci-Fi,PG,Medium,Average
Average,C,Comedy,PG-13,Medium,Average
Average,F,Family,PG,Medium,Average
Average,F,Horror,R,Medium,Average
Average,D,Comedy,PG-13,High,Below_Average
Average,D,Comedy,PG-13,High,Below_Average
Average,D,Comedy,PG-13,High,Average
Average,D,Comedy,PG,High,Awful
Average,D,Comedy,PG-13,High,Average
Average,D,Comedy,PG-13,Medium,Below_Average
Average,D,Comedy,PG-13,Medium,Average
Average,F,Comedy,PG-13,Medium,Below_Average
Average,D,Comedy,PG-13,Medium,Above_Average
Average,F,Drama,R,Medium,Average
Average,F,Thriller,PG-13,Medium,Below_Average
Average,D,Sci-Fi,R,Low,Good
Average,D,Sci-Fi,PG-13,High,Above_Average
Average,D,Thriller,PG-13,High,Average
Average,F,Action,R,High,Above_Average
Average,C,Sci-Fi,PG-13,High,Average
Average,D,Action,PG-13,High,Above_Average
Average,D,Thriller,PG-13,High,Above_Average
Average,F,Thriller,PG-13,Medium,Average
Average,F,Comedy,R,Low,Above_Average
Average,F,Comedy,R,Low,Above_Average
Average,D,Comedy,R,Low,Below_Average
Average,F,Thriller,R,Low,Average
Average,D,Drama,R,Medium,Above_Average
Average,D,Thriller,R,Medium,Average
Average,F,Comedy,PG-13,Low,Above_Average
Average,F,Thriller,R,High,Average
Average,F,Romance,R,Medium,Below_Average
Average,F,Thriller,R,Medium,Average
Average,F,Romance,R,Low,Average
Average,D,Thriller,R,High,Below_Average
Average,F,Comedy,PG-13,High,Below_Average
Average,F,Horror,R,High,Below_Average
Average,F,Thriller,PG-13,High,Average
Average,D,Drama,PG-13,High,Poor
Average,D,Thriller,R,High,Above_Average
Average,F,Romance,PG-13,High,Poor
Average,D,Thriller,R,High,Average
Average,F,Thriller,R,High,Average
Average,F,Sci-Fi,R,High,Below_Average
Average,F,Comedy,R,High,Average
Average,F,Thriller,PG-13,High,Average
Average,F,Horror,R,Medium,Average
Average,F,Horror,PG-13,Medium,Below_Average
Average,F,Thriller,PG-13,Medium,Below_Average
Average,F,Drama,R,Medium,Above_Average
Average,F,Horror,R,Low,Below_Average
Average,D,Drama,R,Low,Good
Average,D,Horror,R,Low,Below_Average
Average,F,Thriller,R,Medium,Average
Average,C,Sci-Fi,PG-13,High,Below_Average
Average,D,Thriller,PG-13,High,Average
Average,D,Thriller,PG-13,High,Average
Average,D,Thriller,PG-13,High,Average
Average,F,Romance,PG-13,Medium,Average
Average,F,Thriller,R,Medium,Above_Average
Average,F,Romance,PG-13,Medium,Average
Average,F,Documentary,G,Medium,Awful
Average,C,Sci-Fi,PG-13,High,Below_Average
Average,D,Thriller,PG-13,High,Average
Average,F,Horror,R,High,Average
Average,F,Family,PG,Low,Average
Average,A,Thriller,PG-13,High,Average
Average,A,Thriller,PG-13,High,Average
Average,F,Drama,R,Low,Average
Average,F,Romance,R,Low,Average
Average,F,Action,Unrated,Low,Good
Average,F,Horror,R,Medium,Average
Average,C,Comedy,R,Low,Below_Average
Average,F,Comedy,NC-17,Low,Average
Average,D,Sci-Fi,PG-13,High,Above_Average
Average,F,Horror,PG-13,Medium,Above_Average
Average,F,Comedy,PG-13,Low,Poor
Average,F,Documentary,PG,High,Above_Average
Average,F,Family,PG,Medium,Average
Average,F,Family,G,Low,Poor
Average,F,Drama,R,Low,Good
Average,A,Thriller,PG-13,High,Average
Average,F,Horror,R,High,Average
Average,C,Thriller,PG-13,High,Average
Average,F,Horror,R,Medium,Below_Average
Average,F,Romance,PG-13,Medium,Average
Average,F,Horror,R,Medium,Average
Average,F,Horror,R,Medium,Above_Average
Average,D,Romance,R,Low,Above_Average
Average,F,Comedy,PG-13,Low,Above_Average
Average,F,Sci-Fi,R,High,Average
Average,A,Thriller,PG-13,Medium,Below_Average
Average,A,Family,PG,High,Below_Average
Average,A,Family,PG,High,Average
Average,A,Family,PG,High,Average
Average,C,Sci-Fi,PG-13,High,Above_Average
Average,F,Family,PG,High,Below_Average
Average,F,Comedy,PG-13,High,Average
Average,D,Thriller,PG-13,High,Average
Average,F,Family,PG,High,Below_Average
Average,F,Thriller,R,High,Average
Average,F,Comedy,R,Medium,Average
Average,F,Comedy,G,Medium,Above_Average
Average,F,Comedy,PG-13,Medium,Below_Average
Average,F,Family,PG,Medium,Below_Average
Average,F,Family,PG,Medium,Below_Average
Average,D,Family,PG-13,High,Average
Average,D,Action,PG-13,High,Poor
Average,D,Family,PG-13,High,Average
Average,D,Family,PG-13,High,Above_Average
Average,D,Thriller,PG-13,High,Above_Average
Average,D,Thriller,PG-13,High,Average
Average,D,Family,PG,High,Average
Average,D,Family,PG,High,Average
Average,F,Thriller,R,Medium,Average
Average,F,Romance,PG-13,High,Average
Average,F,Thriller,R,Low,Average
Average,F,Family,PG,Low,Below_Average
Average,F,Romance,PG-13,Low,Above_Average
Average,D,Thriller,PG-13,High,Above_Average
Average,D,Thriller,R,Medium,Average
Average,F,Thriller,R,Medium,Average
Average,A,Thriller,R,High,Average
Average,D,Action,R,Medium,Above_Average
Average,D,Horror,R,Medium,Above_Average
Average,D,Thriller,R,Medium,Average
Average,F,Thriller,R,High,Below_Average
Average,D,Romance,PG-13,High,Average
Average,D,Drama,PG-13,High,Average
Average,F,Horror,PG-13,Medium,Below_Average
Average,F,Romance,R,High,Average
Average,A,Drama,R,High,Above_Average
Average,D,Comedy,R,High,Average
Average,D,Thriller,PG-13,Medium,Awful
Average,D,Thriller,PG-13,Medium,Awful
Average,F,Action,Approved,Low,Above_Average
Average,F,Sci-Fi,PG-13,High,Below_Average
Average,D,Thriller,PG-13,High,Average
Average,F,Sci-Fi,PG-13,High,Average
Average,D,Thriller,PG-13,High,Average
Average,C,Thriller,R,High,Average
Average,D,Thriller,R,High,Average
Average,F,Comedy,R,High,Average
Average,F,Comedy,R,Medium,Average
Average,F,Sci-Fi,PG-13,High,Below_Average
Average,F,Comedy,PG-13,Medium,Average
Average,F,Comedy,R,Medium,Average
Average,F,Family,PG,Medium,Below_Average
Average,F,Comedy,PG-13,Low,Average
Average,F,Comedy,Approved,Low,Above_Average
Average,F,Action,Unrated,Low,Good
Average,C,Thriller,R,High,Average
Average,B,Thriller,R,Medium,Average
Average,D,Thriller,R,High,Average
Average,F,Horror,PG-13,Medium,Average
Average,F,Drama,Approved,Low,Good
Average,F,Romance,Approved,Low,Good
Average,F,Drama,Approved,Low,Above_Average
Average,D,Family,PG,High,Above_Average
Average,C,Romance,PG-13,High,Poor
Average,F,Horror,R,Medium,Average
Average,F,Thriller,R,Low,Above_Average
Average,F,Thriller,R,High,Poor
Average,D,Thriller,R,High,Average
Average,F,Action,R,Medium,Above_Average
Average,F,Romance,PG-13,Medium,Awful
Average,D,Sci-Fi,PG-13,High,Average
Average,F,Thriller,PG-13,Medium,Above_Average
Average,F,Thriller,PG-13,Medium,Above_Average
Average,F,Comedy,R,Medium,Above_Average
Average,F,Drama,R,Low,Average
Average,D,Sci-Fi,PG,High,Below_Average
Average,C,Romance,PG-13,High,Average
Average,F,Comedy,PG-13,High,Below_Average
Average,F,Comedy,PG-13,Medium,Average
Average,F,Comedy,PG-13,Medium,Below_Average
Average,F,Comedy,PG-13,Medium,Average
Average,F,Comedy,PG-13,Medium,Average
Average,F,Comedy,R,Medium,Average
Average,B,Thriller,R,High,Average
Average,D,Thriller,PG-13,High,Below_Average
Average,D,Thriller,R,High,Average
Average,F,Thriller,R,High,Average
Average,F,Romance,PG-13,High,Average
Average,B,Thriller,R,High,Average
Average,D,Thriller,R,High,Below_Average
Average,B,Thriller,R,Medium,Below_Average
Average,F,Family,Approved,Medium,Above_Average
Average,F,Horror,PG-13,Medium,Below_Average
Average,F,Sci-Fi,R,Low,Average
Average,D,Comedy,R,High,Average
Average,F,Thriller,R,Medium,Average
Average,C,Drama,R,Medium,Above_Average
Average,F,Thriller,R,Medium,Average
Average,D,Family,PG,High,Average
Average,F,Family,PG,High,Average
Average,F,Comedy,PG-13,High,Below_Average
Average,D,Family,PG,High,Below_Average
Average,F,Comedy,PG-13,Medium,Below_Average
Average,F,Romance,PG,Low,Above_Average
Average,F,Horror,R,Low,Average
Average,F,Horror,R,Low,Below_Average
Average,F,Horror,R,Low,Average
Average,F,Horror,R,Low,Average
Average,F,Drama,PG-13,Medium,Above_Average
Average,C,Drama,R,Medium,Above_Average
Average,F,Romance,PG-13,Medium,Above_Average
Average,C,Romance,PG-13,High,Below_Average
Average,D,Thriller,PG-13,High,Average
Average,F,Drama,R,High,Above_Average
Average,C,Thriller,R,High,Good
Average,C,Comedy,R,High,Above_Average
Average,D,Thriller,PG-13,High,Below_Average
Average,C,Thriller,R,High,Good
Average,F,Thriller,R,High,Average
Average,F,Thriller,PG-13,Medium,Average
Average,A,Horror,R,High,Below_Average
Average,F,Horror,R,Medium,Average
Average,F,Thriller,R,Medium,Average
Average,F,Horror,PG-13,Medium,Poor
Average,F,Family,PG,Medium,Average
Average,D,Thriller,PG-13,Medium,Below_Average
Average,D,Drama,PG,Low,Above_Average
Average,F,Drama,Unrated,Low,Above_Average
Average,F,Action,Unrated,Low,Above_Average
Average,F,Action,PG,Low,Good
Average,F,Comedy,R,Low,Average
Average,F,Comedy,PG-13,Low,Average
Average,F,Comedy,R,Low,Average
Average,F,Comedy,R,Low,Average
Average,F,Sci-Fi,PG-13,High,Below_Average
Average,C,Family,PG,High,Above_Average
Average,F,Thriller,R,Medium,Above_Average
Average,F,Horror,PG-13,Medium,Average
Average,F,Action,R,Low,Poor
Average,F,Horror,R,Low,Below_Average
Average,F,Thriller,PG-13,High,Average
Average,D,Sci-Fi,PG-13,High,Average
Average,F,Thriller,PG-13,Medium,Average
Average,F,Comedy,PG-13,Medium,Poor
Average,F,Thriller,PG-13,Medium,Average
Average,F,Thriller,R,Medium,Average
Average,F,Thriller,R,Medium,Above_Average
Average,F,Drama,NC-17,Low,Above_Average
Average,F,Comedy,PG,High,Below_Average
Average,D,Romance,PG-13,High,Average
Average,F,Family,PG,High,Below_Average
Average,A,Comedy,PG-13,High,Average
Average,F,Comedy,PG,High,Average
Average,D,Comedy,PG-13,Medium,Average
Average,F,Drama,R,Medium,Above_Average
Average,F,Comedy,PG,High,Below_Average
Average,F,Drama,R,Low,Above_Average
Average,C,Drama,PG-13,High,Above_Average
Average,C,Drama,PG,Low,Above_Average
Average,C,Romance,PG,Low,Average
Average,F,Horror,R,Low,Average
Average,F,Horror,R,Low,Below_Average
Average,F,Romance,R,Low,Above_Average
Average,C,Sci-Fi,PG-13,High,Average
Average,D,Sci-Fi,PG-13,High,Average
Average,B,Thriller,R,Medium,Average
Average,F,Drama,R,Low,Average
Average,F,Family,PG,High,Average
Average,F,Thriller,PG-13,High,Below_Average
Average,B,Thriller,R,High,Average
Average,F,Drama,PG-13,Medium,Average
Average,D,Drama,PG-13,Medium,Good
Average,C,Drama,PG,Medium,Above_Average
Average,F,Comedy,R,Medium,Below_Average
Average,F,Thriller,R,Medium,Average
Average,F,Drama,PG,Medium,Above_Average
Average,B,Drama,PG-13,Medium,Good
Average,C,Action,R,Medium,Below_Average
Average,F,Action,G,Low,Good
Average,F,Family,Approved,Low,Good
Average,F,Romance,Approved,Low,Above_Average
Average,F,Comedy,PG-13,Low,Average
Average,F,Family,PG,High,Below_Average
Average,D,Comedy,PG-13,High,Below_Average
Average,F,Sci-Fi,R,High,Average
Average,F,Family,PG,Medium,Poor
Average,F,Drama,R,Low,Above_Average
Average,F,Drama,PG-13,Medium,Average
Average,F,Thriller,PG-13,Medium,Below_Average
Average,F,Action,PG-13,High,Below_Average
Average,F,Comedy,PG-13,Medium,Below_Average
Average,F,Thriller,R,Medium,Average
Average,F,Horror,PG-13,Medium,Below_Average
Average,D,Romance,R,Medium,Above_Average
Average,F,Comedy,PG-13,Medium,Average
Average,F,Comedy,NC-17,Low,Above_Average
Average,F,Drama,R,Low,Above_Average
Average,F,Horror,PG-13,Low,Awful
Average,D,Action,PG-13,Low,Awful
Average,B,Drama,R,Low,Good
Average,F,Documentary,R,Low,Above_Average
Average,D,Romance,PG-13,Medium,Good
Average,F,Sci-Fi,PG,Medium,Above_Average
Average,F,Thriller,R,Low,Average
Average,F,Thriller,R,High,Average
Average,C,Thriller,R,High,Above_Average
Average,F,Drama,PG-13,High,Above_Average
Average,B,Thriller,R,High,Average
Average,F,Drama,R,High,Good
Average,F,Comedy,R,Medium,Below_Average
Average,F,Comedy,R,Low,Below_Average
Average,F,Horror,Unrated,Low,Awful
Average,F,Comedy,PG-13,Medium,Above_Average
Average,F,Comedy,R,Low,Below_Average
Average,F,Comedy,R,Low,Below_Average
Average,F,Comedy,Approved,Low,Above_Average
Average,F,Sci-Fi,PG,Low,Average
Average,F,Sci-Fi,PG-13,Low,Above_Average
Average,C,Thriller,PG-13,High,Below_Average
Average,F,Romance,PG-13,Medium,Below_Average
Average,F,Romance,PG-13,Medium,Average
Average,F,Comedy,R,Low,Below_Average
Average,F,Comedy,Approved,Low,Good
Average,F,Horror,R,Low,Below_Average
Average,D,Comedy,R,High,Average
Average,C,Romance,R,Medium,Average
Average,F,Drama,PG,Medium,Above_Average
Average,F,Romance,PG-13,Low,Average
Average,B,Thriller,R,Medium,Average
Average,A,Drama,PG,Medium,Above_Average
Average,F,Family,PG,Medium,Average
Average,A,Thriller,R,Medium,Average
Average,F,Comedy,PG-13,Low,Above_Average
Average,F,Comedy,R,Low,Below_Average
Average,F,Comedy,R,Low,Average
Average,D,Action,R,High,Average
Average,C,Thriller,R,Medium,Average
Average,D,Romance,PG-13,Medium,Above_Average
Average,D,Drama,R,Medium,Above_Average
Average,F,Action,PG,Low,Good
Average,F,Comedy,PG,Low,Good
Average,F,Thriller,R,Low,Average
Average,F,Action,R,High,Above_Average
Average,B,Action,PG-13,High,Average
Average,F,Family,PG,High,Above_Average
Average,F,Romance,PG,Medium,Below_Average
Average,F,Drama,PG,Medium,Below_Average
Average,F,Family,Approved,Low,Above_Average
Average,F,Family,Approved,Low,Above_Average
Average,C,Family,PG-13,High,Average
Average,C,Romance,PG-13,High,Poor
Average,F,Horror,PG-13,High,Average
Average,F,Romance,PG-13,Medium,Below_Average
Average,D,Horror,R,Medium,Average
Average,F,Romance,PG-13,Low,Above_Average
Average,C,Comedy,R,Low,Above_Average
Average,F,Comedy,R,Low,Above_Average
Average,F,Horror,R,Low,Below_Average
Average,F,Drama,Unrated,Low,Average
Average,F,Drama,R,Low,Above_Average
Average,F,Sci-Fi,PG-13,High,Poor
Average,F,Sci-Fi,PG-13,High,Poor
Average,D,Thriller,R,Medium,Average
Average,F,Horror,R,Medium,Awful
Average,F,Sci-Fi,PG-13,Medium,Above_Average
Average,F,Thriller,Approved,Low,Above_Average
Average,F,Comedy,R,High,Poor
Average,F,Romance,R,Low,Above_Average
Average,C,Thriller,PG-13,High,Below_Average
Average,C,Comedy,R,High,Average
Average,C,Thriller,PG-13,High,Average
Average,F,Comedy,PG-13,Medium,Below_Average
Average,F,Drama,G,Medium,Average
Average,F,Comedy,PG-13,Medium,Average
Average,C,Drama,R,Low,Above_Average
Average,D,Animation,G,High,Good
Average,D,Drama,PG-13,High,Good
Average,D,Romance,PG-13,High,Above_Average
Average,C,Comedy,PG-13,High,Below_Average
Average,C,Romance,PG-13,High,Below_Average
Average,D,Sci-Fi,PG-13,High,Average
Average,F,Sci-Fi,PG-13,High,Below_Average
Average,D,Thriller,PG-13,High,Above_Average
Average,F,Horror,PG-13,High,Below_Average
Average,F,Thriller,PG-13,High,Average
Average,F,Thriller,PG-13,High,Poor
Average,F,Sci-Fi,PG-13,High,Above_Average
Average,F,Horror,R,Medium,Below_Average
Average,D,Sci-Fi,PG-13,High,Average
Average,D,Sci-Fi,R,High,Average
Average,D,Horror,R,Medium,Above_Average
Average,B,Thriller,R,Medium,Average
Average,F,Comedy,PG-13,Medium,Above_Average
Average,F,Thriller,R,Medium,Average
Average,F,Horror,R,Low,Average
Average,C,Comedy,R,Low,Average
Average,F,Comedy,PG-13,Medium,Average
Average,F,Comedy,R,Medium,Awful
Average,D,Sci-Fi,PG-13,Medium,Below_Average
Average,D,Sci-Fi,PG,Medium,Above_Average
Average,D,Sci-Fi,PG,Low,Above_Average
Average,F,Thriller,Approved,Low,Good
Average,F,Comedy,R,High,Average
Average,F,Comedy,PG-13,High,Below_Average
Average,F,Comedy,R,High,Below_Average
Average,F,Comedy,PG-13,High,Below_Average
Average,F,Comedy,PG-13,Medium,Average
Average,F,Thriller,PG-13,Medium,Average
Average,F,Romance,PG-13,Medium,Poor
Average,F,Comedy,R,Medium,Above_Average
Average,F,Comedy,PG-13,Medium,Poor
Average,F,Documentary,R,Low,Above_Average
Average,D,Horror,PG-13,High,Average
Average,D,Horror,PG-13,High,Average
Average,F,Thriller,PG-13,Medium,Above_Average
Average,D,Horror,PG-13,High,Average
Average,F,Thriller,PG-13,Medium,Above_Average
Average,C,Thriller,R,High,Average
Average,A,Horror,R,High,Average
Average,A,Horror,R,High,Average
Average,F,Action,Unrated,Low,Average
Average,F,Thriller,R,Low,Above_Average
Average,D,Comedy,R,High,Average
Average,F,Comedy,PG-13,High,Average
Average,C,Comedy,PG-13,High,Average
Average,C,Comedy,PG-13,High,Above_Average
Average,A,Comedy,PG-13,Medium,Average
Average,D,Comedy,PG-13,Medium,Above_Average
Average,F,Drama,PG,Medium,Average
Average,F,Romance,PG-13,Low,Above_Average
Average,F,Romance,R,Low,Below_Average
Average,F,Thriller,R,Medium,Average
Average,D,Thriller,R,Medium,Average
Average,D,Romance,R,Medium,Average
Average,F,Romance,R,Medium,Above_Average
Average,D,Animation,Unrated,Low,Above_Average
Average,F,Romance,R,Medium,Below_Average
Average,F,Horror,PG-13,Medium,Awful
Average,F,Comedy,R,Low,Below_Average
Average,F,Comedy,R,Low,Above_Average
Average,D,Horror,PG-13,Medium,Poor
Average,C,Sci-Fi,R,Medium,Above_Average
Average,F,Horror,R,Low,Awful
Average,F,Horror,R,Low,Poor
Average,F,Horror,R,Low,Average
Average,F,Thriller,PG-13,High,Below_Average
Average,F,Thriller,PG-13,Medium,Above_Average
Average,F,Drama,R,Low,Above_Average
Average,A,Drama,R,High,Above_Average
Average,C,Horror,R,Medium,Below_Average
Average,F,Comedy,R,Medium,Above_Average
Average,F,Horror,R,Medium,Below_Average
Average,C,Action,R,Medium,Average
Average,C,Thriller,R,Medium,Average
Average,F,Thriller,R,Medium,Average
Average,D,Romance,R,Low,Above_Average
Average,F,Romance,R,Low,Above_Average
Average,C,Horror,R,Medium,Below_Average
Average,F,Animation,G,High,Average
Average,F,Animation,PG,High,Above_Average
Average,D,Animation,G,High,Above_Average
Average,F,Animation,PG,High,Average
Average,F,Romance,PG-13,Medium,Above_Average
Average,F,Drama,PG-13,Low,Above_Average
Average,F,Drama,PG-13,Low,Average
Average,B,Thriller,R,High,Average
Average,C,Thriller,R,High,Average
Average,D,Action,R,Medium,Average
Average,F,Comedy,R,Low,Awful
Average,F,Comedy,PG-13,Low,Awful
Average,F,Comedy,PG,Low,Above_Average
Average,F,Action,PG-13,High,Average
Average,D,Romance,PG-13,High,Above_Average
Average,F,Comedy,R,High,Awful
Average,F,Drama,PG-13,Medium,Above_Average
Average,D,Comedy,PG-13,High,Above_Average
Average,C,Thriller,R,Medium,Above_Average
Average,F,Family,G,Medium,Above_Average
Average,F,Comedy,R,Medium,Above_Average
Average,F,Action,PG-13,High,Average
Average,D,Comedy,R,Low,Above_Average
Average,F,Thriller,PG-13,High,Awful
Average,C,Romance,PG-13,High,Below_Average
Average,C,Thriller,PG-13,High,Average
Average,D,Horror,PG-13,High,Poor
Average,F,Sci-Fi,PG-13,High,Below_Average
Average,F,Animation,PG,High,Average
Average,D,Sci-Fi,R,High,Average
Average,F,Comedy,R,High,Below_Average
Average,D,Comedy,PG-13,High,Below_Average
Average,F,Comedy,R,High,Average
Average,D,Comedy,PG-13,High,Below_Average
Average,F,Romance,PG-13,High,Below_Average
Average,F,Comedy,PG-13,Medium,Average
Average,D,Horror,PG-13,High,Average
Average,C,Thriller,R,Medium,Above_Average
Average,D,Comedy,PG-13,Medium,Average
Average,F,Horror,PG-13,Medium,Average
Average,F,Comedy,R,Medium,Above_Average
Average,F,Thriller,R,Medium,Average
Average,F,Comedy,R,Low,Average
Average,F,Romance,R,Low,Poor
Average,F,Comedy,R,Low,Above_Average
Average,F,Thriller,R,Low,Below_Average
Average,F,Comedy,PG,Low,Average
Average,F,Comedy,R,Low,Average
Average,F,Thriller,R,High,Below_Average
Average,C,Sci-Fi,PG-13,High,Below_Average
Average,D,Family,PG,High,Below_Average
Average,D,Thriller,PG-13,High,Above_Average
Average,F,Sci-Fi,R,High,Above_Average
Average,F,Comedy,PG,Medium,Poor
Average,F,Family,PG,Medium,Average
Average,C,Comedy,PG-13,Medium,Average
Average,D,Family,PG,Medium,Average
Average,F,Family,PG,Medium,Above_Average
Average,F,Family,PG,Medium,Below_Average
Average,D,Comedy,R,Medium,Above_Average
Average,F,Animation,PG,Low,Below_Average
Average,F,Romance,R,Low,Average
Average,F,Romance,PG-13,High,Average
Average,C,Comedy,PG-13,High,Average
Average,F,Comedy,PG-13,High,Below_Average
Average,F,Comedy,PG-13,High,Below_Average
Average,F,Comedy,PG-13,Medium,Average
Average,C,Romance,PG-13,Medium,Above_Average
Average,C,Romance,PG-13,Medium,Average
